"tile","error"
"E54N20",NA
"E54N21",NA
"E54N22",NA
"E54N23",NA
"E54N24",NA
"E54N25",NA
"E54N26",NA
"E54N27",NA
"E54N28",NA
"E54N37",NA
"E54N38",NA
"E54N45",NA
"E55N14",NA
"E55N15",NA
"E55N16",NA
"E55N17",NA
"E55N18",NA
"E55N19",NA
"E55N20",NA
"E55N21",NA
"E55N22",NA
"E55N23",NA
"E55N24",NA
"E55N25",NA
"E55N26",NA
"E55N27",NA
"E55N28",NA
"E55N29",NA
"E56N14",NA
"E56N15",NA
"E56N16",NA
"E56N17",NA
"E56N18",NA
"E56N19",NA
"E56N20",NA
"E56N21",NA
"E56N22",NA
"E56N23",NA
"E56N24",NA
"E56N25",NA
"E56N26",NA
"E56N27",NA
"E56N28",NA
"E57N14",NA
"E57N15",NA
"E57N16",NA
"E57N17",NA
"E57N18",NA
"E57N19",NA
"E57N21",NA
"E57N22",NA
"E57N23",NA
"E57N24",NA
"E57N25",NA
"E57N26",NA
"E57N27",NA
"E58N14",NA
"E58N15",NA
"E58N16",NA
"E58N17",NA
"E58N18",NA
"E58N22",NA
"E58N24",NA
"E58N25",NA
"E58N26",NA
"E59N16",NA
"E63N16",NA
"E64N16",NA
"E64N17",NA
"E65N16",NA
"E65N17",NA
